155799.000,354358.000,0
142857.000,352716.000,0
152726.000,349144.000,0
151008.000,349692.000,0
145865.000,351895.000,0
148629.000,350242.000,0
151083.000,353684.000,0
161316.000,348971.000,0
158758.000,352360.000,0
145731.000,350480.000,0
159597.000,355339.000,0
152294.000,345996.000,0
149801.000,349982.000,0
152260.000,350394.000,0
149352.000,342567.000,0
149607.000,353888.000,0
154711.000,359310.000,0
148286.000,352585.000,0
147936.000,349677.000,0
154456.000,349715.000,0
151509.000,356327.000,0
154482.000,351351.000,0
150387.000,347281.000,0
149774.000,348278.000,0
153043.000,346474.000,0
147033.000,355107.000,0
149197.000,344839.000,0
152123.000,348751.000,0
150510.000,352630.000,0
155982.000,356388.000,0
146182.000,350827.000,0
146141.000,347037.000,0
152268.000,349032.000,0
148810.000,353003.000,0
155155.000,350195.000,0
150166.000,351696.000,0
149152.000,350090.000,0
151546.000,355246.000,0
143821.000,344578.000,0
148704.000,348759.000,0
151788.000,356544.000,0
153272.000,347661.000,0
147751.000,355102.000,0
152299.000,348418.000,0
150194.000,352257.000,0
149040.000,349665.000,0
144162.000,347425.000,0
150929.000,349676.000,0
150246.000,351762.000,0
148740.000,351110.000,0
150255.000,355752.000,0
152513.000,351329.000,0
147510.000,354280.000,0
148281.000,347066.000,0
152809.000,356672.000,0
146373.000,346559.000,0
146620.000,347645.000,0
153300.000,350895.000,0
147440.000,351382.000,0
152537.000,347046.000,0
147116.000,350180.000,0
140689.000,347871.000,0
154549.000,356725.000,0
152064.000,355026.000,0
151028.000,355250.000,0
147678.000,351441.000,0
148517.000,349970.000,0
151710.000,347781.000,0
149853.000,350417.000,0
153086.000,351403.000,0
151118.000,345326.000,0
149504.000,347755.000,0
147613.000,351520.000,0
146026.000,349543.000,0
150878.000,356441.000,0
154333.000,352207.000,0
152022.000,344558.000,0
144588.000,348394.000,0
149744.000,347899.000,0
149677.000,352370.000,0
146724.000,350186.000,0
149236.000,353471.000,0
148650.000,347596.000,0
151710.000,352598.000,0
151009.000,350546.000,0
146007.000,347020.000,0
150989.000,356166.000,0
153511.000,350407.000,0
147265.000,351837.000,0
150246.000,351316.000,0
155663.000,346751.000,0
146871.000,351747.000,0
144217.000,353379.000,0
149905.000,349644.000,0
152521.000,348447.000,0
149479.000,351115.000,0
154378.000,347521.000,0
148601.000,350192.000,0
149802.000,349446.000,0
151420.000,348658.000,0
151985.000,353649.000,0
148011.000,347897.000,0
153457.000,349093.000,0
148851.000,349526.000,0
153508.000,350082.000,0
146773.000,350840.000,0
154850.000,351812.000,0
140282.000,347082.000,0
147269.000,357194.000,0
158644.000,349723.000,0
151980.000,352716.000,0
150245.000,348533.000,0
150529.000,347303.000,0
146161.000,352594.000,0
148486.000,352780.000,0
145533.000,351441.000,0
146479.000,352222.000,0
153083.000,352106.000,0
149093.000,351252.000,0
150916.000,352247.000,0
149376.000,348451.000,0
153685.000,353545.000,0
147126.000,352830.000,0
151283.000,350997.000,0
150761.000,350182.000,0
149978.000,354997.000,0
145512.000,352648.000,0
147932.000,348376.000,0
154847.000,352140.000,0
154032.000,350055.000,0
148257.000,353721.000,0
147566.000,342000.000,0
147693.000,352894.000,0
149724.000,346203.000,0
151174.000,347435.000,0
153628.000,352465.000,0
148900.000,348114.000,0
149287.000,351539.000,0
151891.000,349985.000,0
153533.000,351164.000,0
145948.000,347644.000,0
153143.000,353597.000,0
143033.000,350008.000,0
146556.000,355830.000,0
148194.000,348353.000,0
150103.000,354435.000,0
151355.000,352797.000,0
146824.000,348123.000,0
151747.000,351738.000,0
147999.000,349149.000,0
153480.000,350609.000,0
150677.000,349023.000,0
154883.000,345616.000,0
150272.000,355889.000,0
152980.000,353208.000,0
145283.000,349950.000,0
147653.000,344901.000,0
146693.000,349179.000,0
150296.000,354583.000,0
151599.000,349293.000,0
151050.000,342417.000,0
146643.000,351028.000,0
146451.000,351520.000,0
157433.000,351067.000,0
144828.000,348138.000,0
148053.000,348011.000,0
150968.000,356557.000,0
152366.000,351788.000,0
143970.000,350369.000,0
149872.000,357701.000,0
146293.000,344818.000,0
152205.000,345618.000,0
146961.000,349768.000,0
149392.000,347713.000,0
147933.000,350093.000,0
152810.000,346040.000,0
146112.000,354691.000,0
147581.000,344238.000,0
149143.000,351492.000,0
150534.000,348054.000,0
147154.000,348696.000,0
145566.000,348412.000,0
145502.000,347577.000,0
149097.000,351653.000,0
148538.000,351875.000,0
145118.000,348299.000,0
151544.000,351539.000,0
148704.000,350445.000,0
145093.000,346544.000,0
149439.000,345216.000,0
148408.000,343461.000,0
149380.000,349283.000,0
152742.000,348154.000,0
149540.000,343900.000,0
148779.000,349524.000,0
154488.000,345713.000,0
153900.000,353609.000,0
151930.000,339207.000,0
150187.000,350363.000,0
150922.000,355786.000,0
150626.000,349695.000,0
145361.000,344655.000,0
154162.000,348785.000,0
144859.000,348369.000,0
155021.000,354360.000,0
143787.000,353779.000,0
147456.000,351303.000,0
158238.000,349208.000,0
152203.000,353079.000,0
152641.000,346632.000,0
153075.000,356340.000,0
149229.000,353880.000,0
147481.000,351431.000,0
150682.000,354638.000,0
150428.000,350223.000,0
146313.000,343097.000,0
150813.000,352530.000,0
151321.000,353486.000,0
152593.000,355359.000,0
147298.000,350113.000,0
151130.000,346218.000,0
146919.000,348916.000,0
158691.000,351637.000,0
146375.000,346795.000,0
146370.000,349082.000,0
151732.000,348613.000,0
145216.000,353921.000,0
154949.000,351673.000,0
144645.000,342006.000,0
151372.000,349837.000,0
148579.000,351793.000,0
149733.000,350853.000,0
149273.000,351147.000,0
147385.000,346698.000,0
147369.000,354485.000,0
143701.000,351947.000,0
150332.000,347981.000,0
152660.000,356708.000,0
151574.000,351428.000,0
148689.000,348850.000,0
152284.000,350721.000,0
157323.000,349404.000,0
156047.000,347519.000,0
147490.000,344482.000,0
148764.000,353588.000,0
158176.000,348142.000,0
151294.000,352944.000,0
147891.000,350667.000,0
151711.000,348007.000,0
146387.000,349189.000,0
150592.000,351938.000,0
148232.000,346591.000,0
149739.000,350744.000,0
156250.000,349075.000,0
148024.000,347935.000,0
143887.000,349016.000,0
151722.000,351263.000,0
148612.000,345804.000,0
149564.000,352566.000,0
146304.000,350414.000,0
151241.000,346569.000,0
151960.000,350686.000,0
154117.000,350620.000,0
149982.000,350262.000,0
148123.000,347805.000,0
144325.000,349614.000,0
153501.000,351529.000,0
151380.000,347560.000,0
149413.000,358289.000,0
152658.000,348627.000,0
146454.000,350692.000,0
148405.000,352886.000,0
150779.000,350521.000,0
147192.000,345695.000,0
154936.000,355458.000,0
150317.000,349855.000,0
146216.000,349903.000,0
148278.000,349168.000,0
149234.000,347806.000,0
150323.000,350128.000,0
150960.000,350700.000,0
